NU_INSCRICAO;TP_SEXO;SG_UF_ESC;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10052E+11;M;GO;G;G;D;E;6;F;A;C;E;B;A;B;B;B;A;A;A;A;B;A;A;B;B;B;B
2,10053E+11;M;GO;E;E;B;B;4;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
2,10052E+11;M;GO;E;E;A;A;3;A;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;F;GO;B;C;B;B;4;B;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;E;E;C;B;3;B;A;B;C;A;B;B;B;B;B;B;A;A;C;B;A;E;A;A;B
2,10053E+11;M;GO;C;E;F;F;3;D;A;B;C;B;B;B;B;B;B;B;A;B;B;A;A;B;A;B;B
2,10052E+11;F;GO;C;E;B;B;3;C;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;M;GO;B;B;A;B;3;A;A;C;C;A;A;B;A;A;A;A;A;A;A;A;B;B;A;A;B
2,10052E+11;M;GO;E;E;D;B;4;E;A;B;D;B;A;B;A;B;A;A;A;A;C;B;B;D;A;C;B
2,10053E+11;F;GO;H;F;F;D;2;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
2,10051E+11;F;GO;E;E;D;D;4;K;B;C;D;C;A;C;C;C;C;B;A;B;C;B;B;E;B;B;B
2,10054E+11;M;GO;B;B;A;A;4;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;C;G;C;D;6;D;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;C;A;A;B
2,10051E+11;M;GO;C;C;A;A;4;D;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;E;F;F;D;5;O;A;C;D;B;A;B;B;B;A;A;A;B;C;A;B;E;A;C;B
2,10053E+11;M;GO;C;E;C;B;5;C;A;C;D;B;C;B;A;B;A;A;A;B;C;B;A;E;A;B;B
2,10051E+11;M;GO;E;F;B;D;5;C;A;B;C;B;A;B;B;B;B;B;A;A;B;A;A;E;A;B;B
2,10051E+11;M;GO;C;C;D;D;6;C;A;C;D;B;A;B;B;B;A;B;A;A;B;B;A;E;A;A;B
2,10053E+11;M;GO;H;H;F;B;3;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;B;B;A;B;2;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;E;E;B;D;3;C;A;B;C;A;A;B;B;B;A;B;A;B;B;A;B;D;A;A;B
2,10053E+11;M;GO;H;E;F;B;3;D;A;B;D;B;B;C;B;C;A;B;A;B;B;A;A;C;B;B;B
2,10053E+11;M;GO;C;C;C;B;4;B;A;C;D;B;A;B;A;B;B;B;A;A;C;A;A;E;A;B;B
2,10053E+11;F;GO;C;C;C;B;3;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;E;E;F;B;4;D;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;B;B;A;B;5;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10052E+11;M;GO;E;E;F;B;5;B;A;B;B;A;B;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10051E+11;F;GO;E;D;C;C;5;F;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10052E+11;F;GO;A;H;A;A;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;C;C;C;B;4;C;B;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10052E+11;F;GO;C;E;C;B;4;C;A;C;D;B;A;B;A;B;A;B;A;B;B;A;A;E;A;B;B
2,10052E+11;M;GO;G;G;A;D;4;H;B;C;D;C;A;B;B;B;A;B;A;B;D;A;A;E;A;C;B
2,10052E+11;M;GO;E;E;C;D;4;D;A;B;D;B;C;C;C;B;A;B;A;B;C;B;A;D;A;C;B
2,10054E+11;F;GO;B;C;F;C;4;B;A;C;C;A;B;B;B;B;A;A;A;A;B;B;A;E;A;B;B
2,10051E+11;F;GO;E;H;C;B;5;E;A;C;D;B;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10051E+11;F;GO;C;D;B;B;5;C;A;C;D;B;A;B;A;B;A;B;A;A;B;B;A;E;A;B;B
2,10053E+11;M;GO;A;C;A;B;4;B;A;B;C;B;B;C;A;B;A;A;A;A;B;B;A;E;A;A;B
2,10053E+11;F;GO;H;H;F;F;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10053E+11;F;GO;H;E;D;B;5;G;A;C;D;A;A;B;B;B;A;A;A;A;B;A;A;D;A;C;B
2,10051E+11;M;GO;E;C;A;F;4;A;A;B;C;B;B;B;B;A;A;B;A;A;B;A;A;E;B;A;B
2,10054E+11;M;GO;E;D;F;F;5;E;A;C;D;B;D;B;A;B;A;C;A;A;B;A;A;E;B;A;B
2,10052E+11;M;GO;B;D;A;A;3;B;A;B;D;A;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;D;B;F;F;4;F;A;D;D;B;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;E;D;C;B;3;E;A;B;C;B;B;B;B;B;A;B;A;B;B;B;A;D;A;A;B
2,10054E+11;F;GO;E;D;D;D;4;C;A;C;D;C;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10052E+11;M;GO;D;F;A;A;3;B;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10053E+11;F;GO;F;E;D;F;3;O;A;C;D;B;A;B;B;B;A;A;A;B;B;A;A;E;B;C;B
2,10053E+11;F;GO;E;E;F;B;5;B;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;E;F;A;D;2;F;A;C;C;B;A;B;B;B;A;B;A;B;B;A;A;C;A;C;B
2,10054E+11;M;GO;H;D;E;E;4;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;B;D;A;A;B
2,10051E+11;F;GO;B;E;C;B;4;F;A;C;C;B;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,10052E+11;F;GO;E;F;D;D;5;K;A;C;D;C;A;B;B;B;A;B;A;B;C;B;B;E;A;C;B
2,10054E+11;F;GO;B;B;A;B;4;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10051E+11;M;GO;H;H;F;B;5;C;A;B;D;B;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,10053E+11;F;GO;B;E;C;B;3;D;A;C;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10052E+11;M;GO;D;B;B;B;2;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B
2,10051E+11;F;GO;C;D;B;B;4;A;A;B;C;A;B;B;B;B;B;A;A;A;C;B;A;D;A;B;B
2,10054E+11;M;GO;D;E;F;B;3;D;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10051E+11;M;GO;F;F;D;B;4;J;A;C;D;C;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10054E+11;M;GO;F;F;D;B;3;G;A;B;C;B;B;B;A;B;A;B;A;A;C;A;A;D;A;C;B
2,10052E+11;F;GO;G;E;E;D;3;F;A;C;D;B;A;B;B;B;A;B;A;B;C;B;A;D;B;C;B
2,10054E+11;F;GO;B;C;C;B;5;B;A;B;E;B;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;M;GO;D;E;A;D;4;D;A;B;E;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;C;D;B;B;3;E;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;D;D;C;B;4;D;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10053E+11;M;GO;E;F;A;F;4;Q;B;C;E;C;A;B;B;B;B;B;A;A;B;A;B;E;A;A;B
2,10051E+11;M;GO;E;E;D;B;5;E;A;C;E;C;A;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,10053E+11;M;GO;D;D;F;B;2;C;A;C;C;A;A;B;A;B;A;B;A;A;B;B;A;B;B;B;B
2,10054E+11;F;GO;E;E;D;B;4;C;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;E;B;A;B
2,10053E+11;F;GO;D;B;B;B;7;E;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2,10053E+11;F;GO;D;D;B;B;2;B;A;B;B;A;A;B;A;B;A;B;A;A;B;A;B;C;A;A;B
2,10054E+11;M;GO;C;D;A;A;4;C;A;B;C;A;B;B;B;B;A;A;A;A;B;A;A;C;A;A;A
2,10052E+11;M;GO;D;E;B;B;7;F;A;B;D;A;A;B;A;B;A;B;A;A;B;B;A;E;A;A;B
2,10053E+11;F;GO;B;C;D;B;4;B;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10051E+11;M;GO;B;E;C;D;4;E;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;G;E;D;F;5;H;A;D;D;B;A;B;B;B;A;B;B;A;C;A;A;D;A;D;B
2,10054E+11;M;GO;H;D;F;B;5;G;A;C;D;B;A;B;B;B;A;B;A;B;C;A;A;E;A;B;B
2,10053E+11;F;GO;E;E;C;B;3;F;A;B;C;B;B;B;B;B;A;B;A;A;B;B;A;D;B;B;B
2,10054E+11;M;GO;B;B;A;A;4;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10052E+11;M;GO;H;E;F;B;4;A;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;B;B
2,10054E+11;F;GO;D;D;B;B;2;C;A;B;D;B;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;B;B;B;B;4;C;A;B;C;B;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
2,10052E+11;F;GO;E;E;C;B;4;D;B;C;D;C;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;E;E;B;B;5;D;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2,10052E+11;M;GO;H;C;C;B;3;C;A;C;D;B;B;C;A;B;B;B;A;B;A;A;A;D;A;A;B
2,10051E+11;F;GO;B;C;A;B;6;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10054E+11;F;GO;E;F;C;C;4;E;A;B;D;B;A;B;B;A;A;A;A;A;B;B;A;D;A;B;B
2,10051E+11;F;GO;F;E;C;D;4;H;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,10053E+11;F;GO;C;E;C;C;5;D;A;B;D;A;B;B;B;B;A;B;A;A;A;A;A;B;A;A;B
2,10051E+11;M;GO;H;H;C;C;3;F;A;C;C;B;A;B;A;B;A;B;A;B;C;B;A;D;A;A;B
2,10052E+11;M;GO;C;D;A;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10054E+11;F;GO;B;D;A;B;4;D;A;C;D;B;B;B;A;B;A;B;A;A;B;A;B;D;A;B;B
2,10054E+11;M;GO;D;F;D;D;4;E;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10051E+11;F;GO;E;D;C;B;4;D;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;B;B;C;B;5;B;A;B;D;A;A;B;A;A;A;B;A;A;B;A;A;E;A;A;B
2,10052E+11;M;GO;B;D;E;E;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10053E+11;M;GO;A;D;A;B;3;B;A;B;D;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;C;B;A;B;3;B;A;B;C;A;B;B;A;A;A;A;A;B;B;B;A;D;A;A;B
2,10051E+11;F;GO;E;D;E;E;4;G;B;C;D;B;A;B;B;B;A;B;A;B;C;A;A;B;A;B;B
2,10054E+11;F;GO;E;E;B;C;5;G;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;E;F;D;D;6;L;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;E;B;A;B
2,10054E+11;M;GO;E;F;D;D;5;K;C;C;D;C;A;C;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10053E+11;F;GO;D;D;B;B;4;D;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;B;D;B;B;5;C;A;B;D;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10051E+11;F;GO;E;D;B;B;3;C;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;A;A;B;B
2,10053E+11;F;GO;D;F;C;B;4;E;A;B;C;B;A;B;B;B;A;B;A;A;B;B;A;D;A;A;B
2,10052E+11;F;GO;C;C;C;B;4;A;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;E;E;B;D;4;F;A;C;D;C;A;B;B;B;A;B;A;A;E;B;A;E;A;C;B
2,10054E+11;F;GO;B;D;C;C;4;C;A;C;C;B;B;B;A;A;A;A;A;A;B;A;B;D;A;C;B
2,10054E+11;F;GO;C;C;A;F;5;B;A;B;C;A;A;B;B;B;A;A;A;A;A;B;A;C;A;A;B
2,10054E+11;M;GO;B;H;C;B;3;H;A;C;C;B;C;B;B;B;A;B;A;A;C;A;B;D;A;B;B
2,10052E+11;F;GO;H;E;B;C;3;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10051E+11;F;GO;C;C;C;B;5;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;D;C;C;B;3;D;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
2,10054E+11;M;GO;E;G;C;B;5;D;A;B;C;B;C;B;B;B;A;A;A;A;B;A;A;C;A;B;B
2,10053E+11;M;GO;E;E;B;B;4;E;A;B;D;B;B;B;B;B;A;B;A;B;C;A;A;E;A;A;B
2,10051E+11;M;GO;D;D;D;C;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,10052E+11;F;GO;E;E;D;D;3;D;D;D;D;C;B;C;C;B;A;B;A;B;B;B;A;D;A;C;B
2,10054E+11;F;GO;F;G;F;D;4;G;A;B;D;B;B;B;B;B;A;B;A;A;B;B;A;D;A;B;B
2,10054E+11;F;GO;A;B;A;A;4;D;A;B;D;C;B;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10052E+11;M;GO;A;A;F;B;7;D;A;B;C;B;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;M;GO;C;C;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;M;GO;E;E;A;B;2;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;A;A;A;B
2,10051E+11;M;GO;F;F;D;D;4;E;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;E;D;C;B;5;G;A;B;D;B;A;B;A;B;A;B;A;B;B;A;A;E;A;B;B
2,10052E+11;M;GO;E;E;F;F;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;E;E;F;F;4;E;A;C;C;B;B;B;B;B;A;B;B;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;E;E;B;B;3;C;B;C;E;A;A;B;B;B;A;A;A;A;C;B;B;E;A;A;B
2,10053E+11;F;GO;F;E;B;D;2;B;A;C;C;B;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;C;C;C;B;3;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10053E+11;M;GO;C;C;B;B;4;B;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;C;D;A;C;3;D;A;B;D;C;B;B;B;B;A;A;B;A;B;B;B;D;A;A;B
2,10051E+11;F;GO;H;H;F;B;4;D;A;B;D;B;A;B;B;B;A;B;A;A;B;A;B;E;B;A;B
2,10054E+11;M;GO;D;E;B;B;5;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;D;E;B;C;4;F;A;B;D;A;C;B;B;B;A;A;A;A;B;A;B;E;A;A;B
2,10052E+11;M;GO;C;G;A;D;4;D;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;B;A;B;B
2,10052E+11;M;GO;B;B;A;A;3;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;A
2,10054E+11;M;GO;D;D;B;C;4;C;A;C;E;B;A;B;A;B;A;A;A;A;B;A;B;E;A;B;B
2,10051E+11;F;GO;F;D;D;D;3;B;A;B;C;B;A;B;A;B;B;B;A;A;B;A;A;B;A;A;B
2,10054E+11;M;GO;H;H;F;F;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10052E+11;F;GO;E;E;B;B;4;F;A;C;D;C;A;B;B;B;B;B;A;A;B;B;B;E;A;A;B
2,10052E+11;M;GO;C;E;D;B;4;C;A;C;C;A;A;B;B;B;A;B;A;A;A;A;A;D;A;B;B
2,10051E+11;M;GO;D;F;D;D;1;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
2,10051E+11;M;GO;E;F;C;C;4;D;A;B;D;C;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10054E+11;F;GO;C;D;A;A;4;C;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;C;A;A;A
2,10054E+11;M;GO;A;D;A;C;4;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;B;C;C;D;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;D;D;D;B;4;D;A;C;D;A;A;B;A;A;A;B;A;A;B;B;A;D;A;B;B
2,10052E+11;M;GO;G;F;E;F;5;P;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;F;G;F;D;6;M;D;E;E;C;B;B;A;B;A;A;B;A;C;B;A;E;A;E;B
2,10053E+11;F;GO;E;D;B;D;4;E;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
2,10054E+11;M;GO;B;B;B;B;4;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;B;B
2,10054E+11;F;GO;C;E;F;D;8;F;A;C;D;B;A;B;B;B;A;B;A;B;A;A;A;A;A;A;B
2,10053E+11;F;GO;B;F;C;D;3;B;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,10054E+11;F;GO;C;C;A;A;4;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10052E+11;F;GO;H;D;A;B;4;F;A;B;D;B;B;B;B;B;A;B;A;B;B;B;A;C;A;A;B
2,10054E+11;F;GO;E;C;C;C;3;D;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10054E+11;M;GO;H;H;B;C;3;G;A;C;C;B;B;B;B;B;A;B;B;A;C;B;A;B;A;B;B
2,10052E+11;F;GO;H;G;F;A;2;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10053E+11;F;GO;B;B;B;B;6;C;A;C;E;B;A;B;A;B;A;A;A;A;B;B;A;E;A;A;B
2,10051E+11;F;GO;E;E;C;B;5;C;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10052E+11;F;GO;C;C;B;B;4;B;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10051E+11;F;GO;E;F;D;D;3;D;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;B;B;B
2,10053E+11;M;GO;C;E;C;C;4;G;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;H;E;C;B;4;B;A;B;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10054E+11;F;GO;B;B;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;F;GO;E;E;D;F;5;C;A;E;E;C;A;B;C;B;A;B;A;B;C;A;B;E;B;B;B
2,10053E+11;F;GO;H;D;F;D;4;D;A;C;D;A;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10052E+11;F;GO;H;E;C;D;2;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B
2,10053E+11;M;GO;B;B;A;B;2;C;A;C;C;A;A;B;A;B;A;A;A;A;A;A;A;C;A;B;B
2,10052E+11;F;GO;C;C;A;B;4;C;B;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10053E+11;M;GO;E;F;D;D;3;G;A;C;D;C;A;B;A;B;A;B;A;A;B;A;A;E;A;C;B
2,10054E+11;M;GO;E;C;A;A;4;C;A;C;E;B;B;C;B;C;A;A;A;B;C;A;A;E;A;B;B
2,10051E+11;F;GO;C;E;D;D;5;G;A;C;D;B;B;B;B;B;A;B;A;A;B;B;B;E;A;B;B
2,10052E+11;F;GO;B;E;F;C;6;E;A;C;D;B;C;B;B;B;A;B;A;B;B;A;B;E;A;A;B
2,10053E+11;F;GO;E;D;B;B;6;D;A;C;D;B;B;B;C;C;A;B;A;A;D;A;B;E;A;C;B
2,10054E+11;M;GO;C;C;C;B;2;D;A;C;C;B;B;B;A;B;A;B;A;A;B;A;B;D;A;A;B
2,10052E+11;F;GO;H;H;F;F;4;C;A;D;E;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;C;C;A;A;4;B;A;B;D;B;A;B;B;A;A;A;A;A;B;B;A;D;A;B;B
2,10054E+11;F;GO;F;F;C;D;4;I;A;D;D;C;B;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10052E+11;F;GO;D;G;B;D;2;B;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10052E+11;F;GO;H;D;B;A;4;C;C;C;D;B;A;B;B;B;A;B;A;A;C;A;B;E;A;A;B
2,10052E+11;F;GO;H;H;F;F;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;M;GO;C;G;F;F;3;C;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;F;GO;F;F;D;D;5;E;A;C;C;A;A;B;A;A;A;A;A;A;B;A;A;E;A;B;B
2,10052E+11;F;GO;B;C;C;B;6;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;C;E;A;A;4;B;A;B;D;B;A;B;B;B;A;A;A;A;B;A;A;A;A;B;B
2,10054E+11;F;GO;B;E;A;B;5;B;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10053E+11;F;GO;C;E;B;B;3;D;A;B;D;A;B;B;B;B;A;B;A;A;B;B;A;C;A;B;B
2,10052E+11;F;GO;E;G;D;D;6;F;A;C;D;C;A;B;B;B;A;B;A;B;C;A;B;E;B;B;B
2,10052E+11;F;GO;B;D;C;F;5;D;A;C;D;B;C;B;B;B;A;B;A;A;B;B;A;E;A;B;B
2,10054E+11;F;GO;F;F;D;D;4;G;A;C;D;C;A;B;B;B;A;A;A;B;C;B;B;E;A;B;B
2,10054E+11;F;GO;C;C;D;F;7;B;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10053E+11;M;GO;C;C;B;A;2;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;C;C;B;B;5;D;A;B;D;A;B;B;A;C;A;A;A;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;C;B;C;C;3;C;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;B;A;A;B
2,10054E+11;M;GO;B;B;B;C;4;B;A;B;D;B;A;B;B;C;B;A;A;A;B;A;A;E;A;B;A
2,10053E+11;M;GO;C;C;A;B;3;B;A;B;C;B;A;B;B;B;B;A;A;A;B;A;A;B;A;B;A
2,10054E+11;M;GO;E;G;C;D;4;H;A;D;D;C;A;B;B;B;A;A;A;A;B;B;A;D;A;B;B
2,10053E+11;F;GO;B;F;A;B;6;B;A;B;D;A;A;B;A;B;B;A;A;A;B;A;A;E;A;A;B
2,10054E+11;M;GO;E;C;C;F;4;C;A;B;C;B;A;B;A;B;A;A;B;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;H;H;F;F;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10051E+11;F;GO;C;C;B;E;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;H;H;F;F;2;B;A;B;C;A;B;B;A;B;A;A;B;A;B;A;A;B;A;A;A
2,10054E+11;M;GO;E;G;C;E;4;F;A;C;D;C;A;B;B;B;A;B;A;B;B;B;A;E;A;B;B
2,10054E+11;F;GO;C;C;B;B;5;B;A;B;C;A;A;B;B;B;A;A;A;A;A;A;A;D;A;B;A
2,10051E+11;F;GO;F;F;D;D;4;E;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;E;E;B;B;4;G;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2,10053E+11;M;GO;H;H;A;A;3;D;A;B;C;B;B;B;B;B;A;A;A;A;B;A;A;B;A;A;B
2,10052E+11;F;GO;B;C;A;B;5;C;A;B;D;B;A;B;B;B;A;A;A;A;B;B;A;E;A;B;B
2,10053E+11;F;GO;C;E;C;B;5;D;A;B;E;A;A;B;A;B;A;A;A;A;B;B;A;C;A;B;B
2,10052E+11;M;GO;C;C;C;B;5;C;A;B;D;B;A;B;B;B;B;B;A;A;B;B;B;E;A;B;B
2,10054E+11;F;GO;C;C;A;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10052E+11;M;GO;F;D;D;B;2;D;A;B;C;A;A;B;B;B;A;B;A;A;B;A;B;C;A;A;B
2,10053E+11;F;GO;A;E;A;B;2;D;A;C;D;A;A;B;A;B;A;B;A;A;C;A;A;C;A;C;B
2,10052E+11;M;GO;F;G;D;D;5;F;A;D;D;C;B;B;A;B;A;A;A;B;C;A;B;E;B;C;B
2,10053E+11;F;GO;E;E;A;B;5;E;A;C;E;B;B;B;B;B;A;B;A;A;C;B;B;E;A;C;B
2,10053E+11;F;GO;A;A;A;A;6;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10051E+11;F;GO;E;C;C;B;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;H;B;F;B;4;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
