NU_INSCRICAO;TP_SEXO;SG_UF_ESC;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10053E+11;F;GO;F;F;A;D;4;L;A;E;E;C;A;C;C;B;A;B;B;B;D;A;B;E;A;C;B
2,10054E+11;F;GO;F;E;D;D;3;J;A;C;C;B;A;B;B;B;B;A;A;A;C;A;A;D;A;C;B
2,10052E+11;F;GO;H;C;A;B;5;G;A;B;D;B;B;B;A;B;A;A;A;A;A;A;A;E;A;A;B
2,10051E+11;M;GO;G;E;E;D;4;Q;A;E;D;C;A;B;B;B;A;C;A;A;C;B;B;E;B;B;B
2,10052E+11;M;GO;E;E;D;B;4;D;A;B;D;B;A;B;B;B;A;B;A;B;B;A;A;E;B;C;B
2,10051E+11;F;GO;F;G;F;B;3;C;A;B;C;A;A;B;B;B;B;B;A;A;B;A;B;D;A;A;B
2,10054E+11;M;GO;B;D;C;C;3;F;A;B;C;B;B;B;B;B;A;B;A;A;C;B;A;D;A;B;B
2,10052E+11;M;GO;H;H;F;F;4;E;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
2,10051E+11;M;GO;H;H;D;B;3;K;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;B;C;B
2,10051E+11;M;GO;H;E;B;B;5;F;A;C;D;B;B;B;B;B;B;B;A;A;B;A;A;E;A;C;B
2,10051E+11;M;GO;D;E;C;B;3;D;A;B;C;B;A;B;A;A;A;A;A;A;B;A;B;D;A;B;B
2,10053E+11;F;GO;G;G;E;E;3;O;C;D;E;C;A;B;B;B;A;C;A;B;B;B;B;B;A;C;B
2,10052E+11;F;GO;C;B;B;B;2;B;A;C;D;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;E;E;B;B;3;D;A;C;C;B;A;B;B;B;B;B;A;A;B;A;B;C;A;A;B
2,10053E+11;M;GO;F;G;D;D;5;O;A;D;E;B;A;B;B;B;A;B;A;A;C;A;B;E;A;C;B
2,10051E+11;F;GO;D;D;D;C;4;B;A;C;D;B;A;B;A;A;A;B;A;A;B;A;B;C;A;A;B
2,10054E+11;F;GO;E;E;A;A;6;B;A;A;A;B;A;B;A;A;A;B;B;A;B;B;B;B;A;B;B
2,10054E+11;M;GO;D;F;D;D;4;J;A;D;E;B;A;C;B;B;A;A;A;A;B;A;B;E;B;C;B
2,10053E+11;M;GO;B;C;A;A;5;E;A;B;C;B;B;B;A;A;A;A;A;A;B;A;B;E;A;B;B
2,10052E+11;M;GO;H;H;F;F;4;E;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10053E+11;M;GO;E;D;E;E;4;J;A;D;D;C;B;B;B;B;A;B;A;A;D;B;B;E;A;B;B
2,10051E+11;M;GO;E;E;C;B;4;F;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10051E+11;M;GO;D;G;D;E;3;G;A;B;C;B;B;B;B;B;A;B;A;A;C;B;A;D;A;C;B
2,10051E+11;F;GO;D;E;D;D;3;E;B;C;D;C;A;B;A;B;A;B;A;B;B;A;A;D;A;B;B
2,10054E+11;M;GO;E;E;F;B;3;D;A;B;C;A;B;B;A;B;B;B;A;A;B;B;A;D;A;A;B
2,10054E+11;M;GO;E;E;D;D;4;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;E;B;B;B;7;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;H;D;C;F;4;C;A;C;C;A;B;B;A;A;A;B;A;A;B;A;A;D;A;A;B
2,10053E+11;F;GO;E;G;D;D;3;J;B;C;D;C;A;B;B;B;A;B;A;A;D;A;B;D;A;C;B
2,10051E+11;M;GO;G;E;D;B;4;H;A;B;C;B;A;B;A;B;A;B;A;B;D;A;B;E;A;B;B
2,10052E+11;F;GO;E;D;B;B;5;D;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,10053E+11;F;GO;D;E;D;D;3;F;A;C;C;B;A;B;B;B;A;B;A;B;B;B;A;D;A;B;B
2,10054E+11;F;GO;E;D;C;B;3;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;B;A;A;A;B
2,10053E+11;M;GO;C;C;A;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;E;E;C;D;4;F;A;C;D;B;B;B;A;B;A;B;A;A;C;A;A;E;A;C;B
2,10052E+11;F;GO;E;F;D;D;2;G;A;D;D;A;A;B;C;B;B;A;A;A;E;A;A;C;A;B;B
2,10052E+11;M;GO;E;E;C;D;4;D;A;C;C;B;A;B;A;B;A;B;A;A;B;A;B;D;B;B;B
2,10053E+11;F;GO;E;C;A;B;4;D;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10052E+11;M;GO;E;F;D;D;3;M;A;B;C;B;A;C;B;B;A;C;A;B;D;A;B;D;B;D;B
2,10053E+11;M;GO;C;F;D;B;4;E;A;C;C;C;A;B;B;B;A;B;A;A;B;A;A;D;B;B;B
2,10054E+11;M;GO;F;G;D;D;5;O;A;D;D;C;A;B;B;B;A;B;A;A;D;B;B;E;B;D;B
2,10051E+11;M;GO;D;C;C;B;2;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;E;F;B;B;3;D;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10052E+11;F;GO;D;E;C;C;5;F;A;B;D;B;A;B;B;B;A;B;A;A;C;A;A;E;A;A;B
2,10052E+11;M;GO;E;E;B;B;4;F;A;B;C;B;B;B;A;B;A;B;A;B;C;B;B;D;A;B;B
2,10052E+11;M;GO;F;H;E;F;4;K;A;D;D;B;A;B;A;B;A;B;A;B;C;A;A;D;A;C;B
2,10051E+11;M;GO;C;E;C;B;3;C;C;B;C;B;A;B;B;A;A;A;A;A;B;B;A;D;A;B;B
2,10053E+11;F;GO;E;E;F;F;3;F;A;C;D;B;A;B;B;B;A;B;A;A;C;A;A;D;A;B;B
2,10052E+11;M;GO;C;C;A;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;H;C;F;B;4;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;A
2,10054E+11;M;GO;D;G;D;D;5;H;A;D;D;D;A;C;C;B;A;B;B;B;E;A;B;E;A;C;B
2,10051E+11;M;GO;E;F;D;E;3;P;C;E;D;D;A;C;C;B;A;B;A;B;D;B;B;D;B;C;B
2,10054E+11;F;GO;E;E;D;B;7;D;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;H;H;A;B;6;C;A;B;C;B;A;B;B;B;B;B;A;A;C;B;B;A;A;B;B
2,10052E+11;M;GO;C;G;D;D;3;H;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;D;D;D;B;4;D;A;C;C;B;A;B;B;B;A;A;A;A;B;A;A;C;B;B;B
2,10053E+11;F;GO;D;F;D;D;3;F;A;C;C;B;A;B;B;B;A;B;A;A;C;A;B;D;A;C;B
2,10054E+11;M;GO;C;C;A;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;D;D;D;B;4;H;A;B;C;B;B;B;B;B;A;B;A;A;B;B;A;D;A;A;B
2,10054E+11;M;GO;E;E;C;B;4;K;A;B;D;C;A;B;B;B;A;B;A;B;C;A;B;B;A;B;B
2,10053E+11;F;GO;H;E;F;B;3;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;B;D;A;A;B
2,10053E+11;F;GO;D;D;B;B;3;D;A;C;D;B;A;B;A;B;A;B;A;A;C;A;A;D;A;B;B
2,10052E+11;M;GO;F;F;D;D;4;M;A;C;D;C;A;B;B;B;A;B;A;B;D;B;B;E;A;E;B
2,10054E+11;M;GO;E;E;F;F;3;D;A;B;D;B;B;B;A;B;A;A;A;A;C;A;A;C;A;B;B
2,10051E+11;F;GO;B;C;F;A;3;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;H;E;F;C;3;F;D;B;C;A;A;B;B;B;B;A;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;E;F;E;E;4;P;D;E;E;D;A;B;C;B;A;B;B;B;E;B;B;E;B;B;B
2,10052E+11;F;GO;E;F;B;D;4;B;A;C;C;B;A;B;B;B;B;B;A;A;B;A;A;A;A;A;B
2,10054E+11;F;GO;C;C;A;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;C;E;B;B;4;C;A;B;D;B;A;B;B;B;A;B;A;A;B;B;A;E;A;B;B
2,10054E+11;F;GO;E;F;D;D;3;D;A;C;D;A;B;C;B;B;A;B;A;A;D;A;B;C;B;B;B
2,10053E+11;M;GO;E;F;D;D;4;H;A;D;D;B;C;B;B;B;B;B;A;B;B;B;A;E;A;B;B
2,10051E+11;M;GO;E;E;B;B;3;G;A;B;C;B;A;B;B;B;A;A;A;B;C;A;B;D;A;C;B
2,10054E+11;M;GO;F;F;A;B;5;E;A;B;C;C;D;B;B;B;A;B;A;B;B;B;B;A;A;B;B
2,10052E+11;M;GO;D;C;C;D;3;G;A;B;C;B;A;B;B;B;A;B;A;A;B;B;B;D;A;B;B
2,10051E+11;M;GO;F;G;E;E;4;O;C;E;D;C;A;B;C;B;A;B;B;B;C;A;A;E;A;E;B
2,10053E+11;F;GO;E;E;D;D;4;D;A;C;D;B;A;B;A;B;A;B;A;A;D;A;B;E;A;E;B
2,10054E+11;M;GO;E;E;D;B;2;D;A;B;E;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;A
2,10054E+11;M;GO;D;D;A;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;B;B;B;B;2;B;A;B;B;A;C;B;B;A;B;A;A;A;A;A;A;C;A;B;B
2,10054E+11;M;GO;B;E;A;C;4;B;A;B;C;A;C;B;B;B;A;A;A;A;B;A;A;C;A;B;B
2,10051E+11;M;GO;E;E;C;C;4;F;A;B;C;B;B;B;B;C;A;B;A;B;C;A;A;E;A;B;B
2,10052E+11;F;GO;E;E;B;B;3;D;A;C;C;B;A;B;A;B;A;B;A;A;C;A;A;D;A;B;B
2,10052E+11;F;GO;E;F;D;D;2;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;F;GO;G;F;D;D;3;P;D;E;D;D;A;B;B;B;A;B;A;B;D;B;B;D;A;D;B
2,10052E+11;M;GO;E;C;D;B;3;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10051E+11;F;GO;E;E;B;B;4;F;A;B;C;B;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10052E+11;F;GO;C;E;C;B;3;C;A;C;D;C;A;B;B;B;A;B;A;A;C;A;A;D;A;B;B
2,10053E+11;F;GO;E;G;C;B;2;D;A;B;C;B;B;B;A;A;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;F;F;E;F;3;K;A;C;D;B;A;B;B;B;A;B;A;B;B;B;A;D;A;B;B
2,10053E+11;F;GO;G;F;D;D;4;P;A;C;D;B;A;B;B;B;A;A;A;B;B;B;A;D;A;C;B
2,10054E+11;F;GO;H;C;C;B;4;B;A;B;C;A;B;A;A;B;B;A;A;A;A;A;A;E;A;A;A
2,10053E+11;F;GO;E;F;D;D;2;G;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10054E+11;F;GO;E;F;D;D;3;H;A;B;C;B;A;B;A;B;A;B;A;A;B;B;A;D;B;B;B
2,10053E+11;F;GO;E;F;F;D;3;B;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;C;A;B;B
2,10054E+11;M;GO;D;E;A;D;3;C;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;G;G;E;E;2;O;D;C;C;B;A;B;B;B;B;B;A;A;C;A;B;C;B;D;B
2,10053E+11;M;GO;D;D;C;C;3;C;A;C;D;A;B;B;B;B;B;A;A;A;B;A;A;C;A;B;B
2,10052E+11;F;GO;F;D;C;C;4;D;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,10051E+11;F;GO;C;C;C;B;4;B;D;C;D;B;B;C;C;B;A;B;A;B;D;B;A;D;A;B;B
2,10052E+11;F;GO;G;F;E;E;4;P;B;D;D;C;A;B;B;B;A;B;A;A;C;B;B;D;B;B;B
2,10053E+11;M;GO;G;G;D;D;2;D;A;D;C;B;A;B;B;B;A;B;A;B;C;A;A;C;B;C;B
2,10054E+11;F;GO;B;C;A;B;6;C;A;B;D;B;B;B;B;B;A;B;A;A;B;A;B;C;A;B;B
2,10054E+11;F;GO;D;G;D;D;3;D;A;C;C;B;A;B;B;B;A;B;A;A;C;A;A;D;A;B;B
2,10052E+11;F;GO;E;E;C;B;5;B;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10053E+11;F;GO;E;F;C;B;3;F;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10053E+11;F;GO;D;E;A;B;3;D;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;F;D;C;C;4;D;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,10052E+11;F;GO;C;E;C;B;4;I;A;D;D;C;C;C;C;B;A;B;A;A;B;B;A;E;A;B;B
2,10054E+11;F;GO;B;D;C;A;4;B;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B
2,10051E+11;F;GO;E;E;C;B;6;G;A;E;E;C;A;B;C;B;A;B;A;A;E;A;B;E;B;E;B
2,10052E+11;F;GO;E;E;B;B;3;D;A;C;C;A;B;B;B;B;A;B;A;B;C;A;A;D;A;A;B
2,10053E+11;F;GO;G;E;E;B;2;E;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;E;F;D;B;5;F;A;C;E;C;A;B;B;B;A;B;A;B;A;A;A;E;A;B;B
2,10054E+11;M;GO;E;C;C;F;6;J;A;C;D;B;A;C;C;B;B;B;A;A;C;A;A;E;A;B;B
2,10054E+11;M;GO;F;F;D;D;4;F;A;C;D;C;A;B;B;B;A;B;A;A;C;A;A;D;A;D;B
2,10052E+11;M;GO;C;C;D;D;3;D;D;C;C;B;B;B;A;B;A;B;A;A;C;A;A;D;A;B;B
2,10054E+11;M;GO;H;H;C;B;2;C;A;C;C;B;A;B;A;B;A;B;A;A;C;A;A;C;A;B;B
2,10051E+11;M;GO;E;G;A;B;5;F;A;C;D;B;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;F;G;D;D;4;M;A;D;D;B;A;B;B;B;A;B;A;B;C;A;A;E;A;C;B
2,10054E+11;F;GO;E;E;D;D;4;H;A;C;D;C;A;B;B;B;A;B;A;B;B;B;A;E;A;B;B
2,10052E+11;F;GO;B;F;C;D;4;F;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;E;B;D;B
2,10052E+11;F;GO;E;E;C;B;5;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10053E+11;F;GO;H;E;C;B;5;H;A;D;E;B;B;B;C;B;B;B;A;B;E;A;A;E;B;C;B
2,10053E+11;M;GO;C;B;C;B;4;D;A;B;D;D;B;B;A;B;A;B;A;A;B;B;A;E;A;A;B
2,10054E+11;F;GO;F;F;E;E;2;M;A;C;D;B;A;B;B;B;A;B;A;B;B;A;A;C;A;C;B
2,10053E+11;M;GO;B;E;C;B;4;D;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10054E+11;F;GO;E;E;C;C;4;B;A;C;D;B;B;B;A;B;A;B;A;A;C;A;B;C;A;B;B
2,10052E+11;F;GO;E;G;D;D;4;E;A;B;C;B;A;B;B;B;A;B;A;B;C;B;A;E;A;A;B
2,10051E+11;F;GO;G;G;E;D;3;I;A;D;E;A;A;C;C;B;B;B;A;A;C;A;B;D;B;B;B
2,10052E+11;M;GO;C;E;C;B;7;C;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;E;A;B;B
2,10054E+11;M;GO;C;C;A;A;1;A;A;B;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10053E+11;M;GO;F;E;D;D;2;F;A;C;D;C;A;B;B;A;A;B;A;A;B;A;A;C;B;B;B
2,10051E+11;F;GO;E;C;D;D;2;J;A;C;D;B;B;B;B;B;A;B;A;A;B;A;B;C;A;B;B
2,10051E+11;F;GO;E;E;B;B;5;F;A;C;D;A;A;B;B;B;A;B;A;A;C;B;A;E;A;B;B
2,10053E+11;M;GO;C;E;C;B;3;G;A;B;C;C;A;B;B;B;B;B;A;A;B;A;A;D;A;B;B
2,10053E+11;F;GO;H;C;F;B;3;C;A;C;D;A;C;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;E;E;B;B;3;B;A;B;C;A;B;B;B;B;A;B;A;A;A;A;A;D;A;B;B
2,10052E+11;M;GO;E;C;D;F;2;D;A;B;B;B;A;B;A;B;A;A;A;A;B;A;A;A;A;A;B
2,10054E+11;F;GO;E;G;B;D;4;F;A;C;D;C;B;B;B;B;A;B;A;B;E;B;B;E;A;B;B
2,10054E+11;M;GO;B;B;A;B;4;C;A;B;D;B;B;B;B;B;A;B;B;B;B;A;A;B;B;B;B
2,10053E+11;M;GO;B;A;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;B;C;A;A;A
2,10051E+11;M;GO;G;G;E;E;5;P;D;E;E;D;A;C;B;B;B;B;B;B;E;B;B;E;B;E;B
2,10054E+11;M;GO;E;C;F;F;4;G;A;C;D;B;A;B;B;B;A;B;A;A;D;A;B;E;A;C;B
2,10053E+11;M;GO;E;E;A;B;2;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10052E+11;F;GO;H;B;F;B;3;A;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;H;B;F;B;3;A;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10053E+11;M;GO;F;F;E;E;4;P;A;C;C;B;A;B;B;B;A;B;A;B;C;B;B;E;B;B;B
2,10052E+11;F;GO;C;E;C;B;3;B;A;B;D;A;A;B;A;B;A;B;A;A;B;B;A;D;A;B;A
2,10054E+11;F;GO;D;B;B;B;5;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
2,10051E+11;F;GO;D;F;F;D;3;I;A;C;C;B;A;B;A;B;A;B;A;A;B;A;B;D;A;A;B
2,10053E+11;M;GO;H;D;D;D;3;G;A;C;D;B;B;B;B;B;A;B;A;B;C;B;A;D;A;B;B
2,10054E+11;F;GO;F;E;D;B;5;D;A;B;D;A;A;B;A;A;A;A;A;A;B;B;A;D;A;B;B
2,10052E+11;F;GO;C;E;B;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;A;B;A;C;A;A;B
2,10052E+11;M;GO;D;E;D;D;4;F;A;C;C;B;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10053E+11;M;GO;G;G;E;D;4;L;B;C;C;C;A;B;B;B;A;B;A;A;C;B;A;E;A;C;B
2,10051E+11;M;GO;D;D;A;A;3;L;D;E;D;B;B;C;C;B;A;B;B;B;D;A;B;D;B;C;B
2,10052E+11;F;GO;F;F;E;D;4;I;A;C;D;C;A;C;A;B;B;B;A;B;D;A;A;E;A;C;B
2,10054E+11;F;GO;E;E;C;B;3;B;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10052E+11;M;GO;E;E;F;F;5;H;A;E;E;C;A;B;B;B;B;B;A;A;D;A;B;E;A;E;B
2,10052E+11;M;GO;G;F;E;D;4;H;B;E;D;C;B;C;B;B;A;D;B;B;C;B;A;E;A;E;B
2,10054E+11;M;GO;F;G;D;D;5;N;B;E;E;C;A;B;C;C;B;B;A;A;D;B;A;E;A;D;B
2,10053E+11;M;GO;E;F;E;B;4;L;A;E;E;E;A;E;D;D;A;D;A;B;E;B;B;E;B;B;B
2,10052E+11;F;GO;H;F;F;B;5;A;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10051E+11;F;GO;E;C;D;D;3;E;A;B;C;B;A;B;B;B;B;B;A;A;B;B;B;D;A;B;B
2,10054E+11;M;GO;F;E;B;B;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;D;A;C;B
2,10052E+11;F;GO;B;B;A;A;4;B;A;C;D;B;B;C;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10053E+11;F;GO;F;E;E;C;5;F;A;B;D;B;A;B;C;B;A;A;A;A;C;B;B;E;A;A;B
2,10053E+11;M;GO;E;G;C;D;3;F;A;C;C;B;A;B;A;B;A;B;A;A;B;A;B;D;A;B;B
2,10052E+11;F;GO;C;C;C;C;4;F;A;B;D;B;C;B;A;B;A;B;A;A;B;A;A;E;B;A;B
2,10054E+11;M;GO;E;E;B;B;3;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;B;D;A;A;B
2,10052E+11;M;GO;A;B;A;A;2;C;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;C;A;A;B
2,10051E+11;M;GO;G;F;E;E;4;P;A;C;D;B;A;B;B;B;A;B;B;B;C;A;B;D;A;C;B
2,10054E+11;F;GO;F;G;A;D;4;N;B;D;E;C;B;B;B;C;A;B;B;A;C;B;A;E;A;D;B
2,10053E+11;F;GO;E;G;B;D;6;E;A;B;D;A;B;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10054E+11;M;GO;E;D;C;B;4;D;A;B;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10053E+11;F;GO;A;E;B;B;4;D;A;B;C;B;A;B;B;A;A;B;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;E;E;B;B;2;C;A;B;B;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;A
2,10054E+11;F;GO;E;D;C;B;5;D;A;C;C;C;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;G;G;D;D;3;J;A;C;D;B;A;B;A;B;A;B;A;B;B;A;B;D;A;C;B
2,10054E+11;M;GO;B;C;A;B;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10054E+11;F;GO;G;F;D;D;3;N;A;D;D;B;A;B;C;B;A;B;A;B;B;B;A;E;A;C;B
2,10053E+11;F;GO;C;D;B;B;5;F;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10052E+11;M;GO;D;C;A;B;4;E;B;C;C;B;B;B;A;B;A;A;A;A;B;B;A;E;A;A;B
2,10053E+11;F;GO;D;D;A;B;2;B;A;B;C;A;B;B;B;A;A;B;A;A;B;B;A;C;A;B;B
2,10051E+11;F;GO;E;F;B;D;4;H;A;B;C;C;A;B;A;B;A;B;A;A;B;A;A;E;B;B;B
2,10053E+11;M;GO;E;E;D;D;3;D;B;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;M;GO;E;E;D;D;3;D;A;C;D;B;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;C;E;D;D;4;F;A;B;D;B;A;B;B;B;A;B;A;B;B;A;B;E;A;B;B
2,10053E+11;F;GO;B;C;B;B;3;B;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;B;B
2,10052E+11;F;GO;C;E;B;C;5;C;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2,10053E+11;F;GO;F;E;D;D;4;N;A;C;D;B;A;B;B;B;A;B;A;B;D;B;B;E;A;C;B
2,10053E+11;F;GO;E;D;C;B;4;B;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;F;GO;E;E;B;B;4;E;A;B;D;B;B;B;B;B;A;B;A;A;B;B;A;E;A;C;B
2,10053E+11;M;GO;C;C;C;B;4;F;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;B;B;B
2,10051E+11;F;GO;F;E;B;B;4;C;A;C;D;C;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10052E+11;F;GO;E;E;C;B;4;D;A;C;D;B;A;B;B;B;A;B;A;B;B;A;A;E;B;A;B
2,10052E+11;M;GO;H;E;F;B;2;C;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10054E+11;F;GO;F;E;B;B;4;C;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10051E+11;M;GO;B;B;B;B;3;E;A;C;C;B;A;C;C;B;B;B;A;A;B;A;A;D;A;B;B
2,10053E+11;M;GO;F;E;D;D;4;E;A;B;C;B;A;B;B;B;A;B;A;A;B;B;A;C;A;B;B
2,10054E+11;F;GO;G;E;E;F;5;P;D;E;E;C;A;C;C;C;A;C;A;A;D;A;A;E;A;A;B
2,10053E+11;F;GO;G;G;D;D;4;M;A;C;E;C;A;B;B;B;A;B;B;B;B;A;A;E;A;B;B
2,10053E+11;M;GO;B;B;B;B;4;E;A;B;D;C;A;B;B;B;A;B;A;A;B;A;A;E;B;B;B
2,10054E+11;F;GO;E;E;B;B;3;C;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10053E+11;F;GO;C;E;F;D;3;F;A;B;D;B;A;B;B;B;A;A;A;A;C;B;B;D;A;A;B
2,10052E+11;F;GO;C;E;C;D;3;F;A;C;D;B;A;B;B;B;A;B;A;B;C;A;A;E;A;C;B
2,10052E+11;F;GO;G;G;E;E;4;Q;C;E;D;D;A;B;C;B;A;B;A;B;D;A;B;E;A;C;B
2,10053E+11;M;GO;E;E;D;B;4;E;A;C;D;B;A;B;A;B;A;B;A;B;B;A;A;D;A;B;B
2,10053E+11;F;GO;G;G;E;E;4;N;C;D;E;C;A;B;B;B;A;B;A;A;C;A;A;E;B;C;B
2,10053E+11;F;GO;F;F;D;E;4;K;A;D;D;D;A;B;B;B;B;B;A;B;E;B;A;E;A;E;B
2,10054E+11;M;GO;E;G;C;D;4;H;A;C;D;B;B;B;A;B;A;A;A;A;B;A;A;E;A;B;B
2,10052E+11;M;GO;E;E;B;B;4;D;A;B;E;B;A;B;A;B;A;A;A;A;B;A;A;E;B;A;B
2,10054E+11;F;GO;G;E;E;B;5;H;D;C;E;B;A;B;B;B;A;B;A;B;B;A;A;E;A;B;B
2,10054E+11;M;GO;E;G;D;D;4;K;A;D;D;B;A;C;B;B;A;B;A;B;C;A;A;E;A;C;B
2,10054E+11;M;GO;B;E;E;F;2;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10052E+11;M;GO;E;E;C;B;2;B;A;B;D;B;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;G;G;E;D;4;Q;D;E;D;B;A;B;B;C;B;B;B;B;E;B;A;E;A;E;B
2,10054E+11;M;GO;C;E;C;E;5;B;A;B;C;B;A;B;A;B;B;A;A;A;A;A;A;D;A;B;B
2,10052E+11;F;GO;E;E;D;D;3;D;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;C;B
